Fecha;Linea;Mensaje;Duración
"02.05.2019 22:28:09";D;"Servicio limitado entre Catedral-Aguero y Congreso de Tucumán- Scalabrini Ortiz";00:19:53
"02.05.2019 22:24:09";H;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"02.05.2019 22:22:02";D;"Servicio con demora debido a la atención médica a un usuario";00:02:07
"02.05.2019 22:14:10";H;"Servicio limitado entre Córdoba y Hospitales";00:07:52
"02.05.2019 21:56:09";H;"Servicio limitado entre Hospitales y Once";00:15:59
"02.05.2019 21:40:11";H;"Servicio limitado entre Córdoba y Hospitales";00:13:51
"02.05.2019 14:38:09";H;"Ya circula con su frecuencia habitual";00:02:01
"02.05.2019 14:10:08";H;"Servicio con demora";00:25:54
"02.05.2019 14:08:04";H;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"02.05.2019 13:58:04";H;"Servicio limitado entre Hospitales y Once";00:07:58
"02.05.2019 13:48:09";H;"Servicio con demora debido a un problema técnico en una formación";00:07:53
"02.05.2019 11:34:02";E;"Ya circula con su frecuencia habitual";00:04:01
"02.05.2019 10:20:08";E;"Servicio con demora debido a un problema técnico";01:12:00
"02.05.2019 08:54:02";B;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:10:00
"02.05.2019 08:42:03";B;"Interrupción debido a un problema técnico";00:07:59
"01.05.2019 21:12:09";U;"Servicio interrumpido por medida de fuerza gremial";05:41:53
"01.05.2019 16:02:07";U;"Interrumpida por medida de fuerza gremial";05:08:03
"30.04.2019 08:42:09";A;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 08:42:09";B;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 08:42:09";C;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 08:42:09";D;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 08:42:09";E;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 08:42:09";H;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 08:42:09";P;"Servicio interrumpido por medida de fuerza gremial";42:11:53
"30.04.2019 00:52:02";E;"Por obras de extensión: Ha finalizado su servicio.";02:16:08
"29.04.2019 17:58:08";D;"Ya circula con su frecuencia habitual";00:02:02
"29.04.2019 17:46:08";D;"Servicio con demora";00:09:54
"29.04.2019 17:42:09";D;"Ya realiza su recorrido completo entre cabeceras";00:01:59
"29.04.2019 17:40:01";D;"Servicio limitado entre Congreso de Tucumán y Pueyrredón";00:00:00
"29.04.2019 17:38:09";D;"Servicio con demora debido a un problema técnico";00:00:00
"29.04.2019 17:00:05";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:04:06
"29.04.2019 14:32:09";P;"Servicio interrumpido por manifestantes que impiden el servicio";02:25:54
"29.04.2019 00:36:08";E;"Por obras de extensión: Ha finalizado su servicio.";01:18:00
"28.04.2019 15:00:11";E;"Ya realiza su recorrido completo entre cabeceras";00:03:51
"28.04.2019 01:06:01";E;"Por obras de extensión: Ha finalizado su servicio.";02:10:01
"27.04.2019 22:30:03";E;"Por obras de extensión: Ha finalizado su servicio.";00:04:05
"27.04.2019 19:10:10";P;"Servicio normalizado";00:11:53
"27.04.2019 14:40:09";P;"Servicio interrumpido por manifestantes que impiden el servicio";04:26:00
"27.04.2019 02:03:58";E;"Por obras de extensión: Ha finalizado su servicio.";01:06:04
"16.04.2019 19:24:03";D;"Servicio con demora";00:00:00
"16.04.2019 19:20:10";D;"Ya realiza su recorrido completo entre cabeceras";00:01:55
"16.04.2019 18:32:02";D;"Servicios limitados: Catedral-Agüero y Palermo-Congreso de Tucumán";00:46:08
"16.04.2019 18:30:03";D;"Servicio con demora debido a un problema técnico";00:00:00
"16.04.2019 16:52:02";C;"Ya circula con su frecuencia habitual";00:00:00
"16.04.2019 16:32:03";C;"Servicio con demora";00:17:59
"16.04.2019 16:28:11";C;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:56
"16.04.2019 15:44:05";C;"Servicio interrumpido";00:42:05
"16.04.2019 12:24:04";B;"Ya circula con su frecuencia habitual";00:01:59
"16.04.2019 11:52:09";B;"Servicio con demora debido a un problema técnico en una formación";00:30:01
"15.04.2019 16:06:09";B;"Ya realiza su recorrido completo entre cabeceras";00:02:01
"15.04.2019 15:58:11";B;"Servicio limitado entre L. N. Alem y Angel Gallardo";00:05:56
"15.04.2019 15:20:12";A;"Ya realiza su recorrido completo entre cabeceras";00:01:58
"15.04.2019 15:18:02";A;"Servicio limitado entre estaciones San Pedrito y Piedras";00:00:00
"15.04.2019 15:16:09";A;"Con demora debido a la atención médica a un usuario a bordo de formación";00:00:00
"15.04.2019 10:30:04";B;"Ya circula con su frecuencia habitual";00:01:59
"15.04.2019 09:58:03";B;"Servicio con demora debido a un problema técnico en una formación";00:30:00
"14.04.2019 10:58:04";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";14:38:00
"13.04.2019 21:00:16";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";06:13:47
"13.04.2019 09:04:10";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";07:53:54
"12.04.2019 22:36:04";U;"Servicio interrumpido";02:25:58
"12.04.2019 21:10:10";D;"Ya circula con su frecuencia habitual";00:01:52
"12.04.2019 21:02:03";D;"Servicio con demora debido a un problema técnico";00:06:00
"12.04.2019 20:46:09";C;"Ya circula con su frecuencia habitual";00:01:55
"12.04.2019 20:46:09";D;"Ya circula con su frecuencia habitual";00:01:55
"12.04.2019 20:24:09";C;"Con demora por falta de suministro de energía eléctrica";00:19:54
"12.04.2019 20:24:09";D;"Con demora por falta de suministro de energía eléctrica";00:19:54
"12.04.2019 18:08:09";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"12.04.2019 17:56:09";P;"Interrupción debido a un problema técnico en una formación";00:09:57
"11.04.2019 17:06:09";A;"Ya realiza su recorrido completo entre cabeceras";00:04:03
"11.04.2019 16:08:10";H;"Ya circula con su frecuencia habitual";00:03:52
"11.04.2019 15:36:07";H;"Servicio con demora debido a un problema técnico en una formación";00:29:56
"11.04.2019 14:08:12";A;"Servico limitado y con demora entre las estaciones Flores y Plaza de Mayo";02:56:01
"11.04.2019 13:38:03";A;"Servicio Limitado entre Flores y Plaza de Mayo";00:27:59
"11.04.2019 13:28:03";D;"Ya circula con su frecuencia habitual";00:06:09
"11.04.2019 13:04:11";D;"Servicio con demora";00:22:00
"11.04.2019 13:02:05";D;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"11.04.2019 13:00:14";D;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"11.04.2019 12:46:03";D;"Servicio limitado entre Congreso de Tucumán y Pueyrredón";00:12:00
"11.04.2019 12:38:04";B;"Ya circula con su frecuencia habitual";00:02:13
"11.04.2019 12:30:07";B;"Con demora debido a la atención médica a un usuario a bordo de formación";00:06:07
"10.04.2019 22:50:08";D;"Ya circula con su frecuencia habitual";00:00:00
"10.04.2019 22:40:12";D;"Servicio con demora debido a un problema técnico";00:07:57
"10.04.2019 18:56:08";P;"Los trenes ya se detienen en todas las estaciones";00:16:02
"10.04.2019 16:54:11";P;"Por obras de mejora: los trenes no se detienen en Centro Cívico Lugano";01:59:53
"10.04.2019 16:30:04";D;"Ya circula con su frecuencia habitual";00:02:08
"10.04.2019 16:22:14";D;"Servicio con demora";00:05:51
"10.04.2019 14:52:03";B;"Ya circula con su frecuencia habitual";00:02:09
"10.04.2019 14:44:12";B;"Con demora por una formación detenida debido a un problema técnico";00:05:58
"10.04.2019 12:56:10";E;"Ya circula con su frecuencia habitual";00:01:53
"10.04.2019 12:14:03";E;"Servicio con demora";00:40:14
"10.04.2019 10:32:05";E;"Ya circula con su frecuencia habitual";00:01:58
"10.04.2019 10:28:10";E;"Servicio con demora";00:02:00
"10.04.2019 10:22:04";E;"Ya realiza su recorrido completo entre cabeceras";00:04:08
"10.04.2019 09:20:12";E;"Servicio limitado entre Pza. de los Virreyes y San José";01:00:04
"10.04.2019 09:18:04";E;"Servicio limitado entre Bolívar y San José";00:00:00
"09.04.2019 20:18:03";D;"Ya realiza su recorrido completo entre cabeceras";00:02:01
"09.04.2019 20:14:02";H;"Ya realiza su recorrido completo entre cabeceras";00:04:01
"09.04.2019 19:54:04";H;"Servicio Limitado entre Facultad de Derecho y Parque Patricios";00:18:06
"09.04.2019 19:40:12";D;"Servicio limitado entre Catedral y Carranza";00:35:57
"09.04.2019 19:32:05";H;"Servicio limitado entre las estaciones Facultad de Derecho y Corrientes";00:20:05
"09.04.2019 19:22:08";E;"Ya circula con su frecuencia habitual";00:01:56
"09.04.2019 18:54:02";H;"Servicio limitado entre las estaciones Facultad de Derecho y Corrientes";00:36:08
"09.04.2019 18:52:10";E;"Servicio con demora debido a la atención médica a un usuario";00:27:54
"09.04.2019 17:48:09";H;"Doble servicio limitado: Hospitales-Once y Corrientes-F. de derecho";01:04:01
"09.04.2019 17:18:08";H;"Servicio limitado entre las estaciones Facultad de Derecho y Corrientes";00:28:02
"09.04.2019 17:14:09";H;"Servicio con demora debido a un problema técnico en una formación";00:01:53
"09.04.2019 13:50:05";U;"Ya circula con su frecuencia habitual";00:04:04
"09.04.2019 12:22:11";B;"Ya circula con su frecuencia habitual";00:04:00
"09.04.2019 12:18:02";B;"Servicio con demora";00:02:01
"09.04.2019 11:54:10";U;"Servicio con demora debido a un problema técnico";01:54:01
"08.04.2019 22:58:10";B;"Ya circula con su frecuencia habitual";00:03:57
"08.04.2019 21:52:03";B;"Servicio con demora";01:04:05
"08.04.2019 21:50:15";B;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"08.04.2019 21:40:20";B;"Servicio limitado entre L.N. Alem y Los Incas";00:07:44
"08.04.2019 21:30:10";B;"Servicio limitado entre L. N. Alem y Los Incas";00:07:53
"08.04.2019 19:22:02";H;"Los trenes ya se detienen en todas las estaciones";00:02:01
"08.04.2019 19:04:03";H;"Los trenes no se detienen en Once";00:16:00
"08.04.2019 18:26:04";H;"Servicio limitado entre las estaciones Facultad de Derecho y Corrientes";00:36:12
"08.04.2019 18:22:08";H;"Servicio interrumpido";00:01:55
"08.04.2019 16:12:09";B;"Ya circula con su frecuencia habitual";00:01:53
"08.04.2019 15:52:09";B;"Servicio con demora debido a un problema técnico en una formación";00:18:01
"08.04.2019 12:06:10";E;"Ya circula con su frecuencia habitual";00:01:53
"08.04.2019 11:42:09";B;"Ya circula con su frecuencia habitual";00:01:53
"08.04.2019 11:20:05";B;"Servicio con demora debido a la atención médica a un usuario";00:20:06
"08.04.2019 10:20:03";E;"Servicio con demora";01:44:05
"07.04.2019 11:04:02";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";14:46:03
"06.04.2019 20:48:10";H;"Servicio limitado entre Hospitales y Once";00:08:01
"06.04.2019 20:32:02";H;"Interrumpida debido a la atención médica a un usuario";00:12:02
"06.04.2019 13:28:10";E;"Ya circula con su frecuencia habitual";00:01:54
"06.04.2019 13:00:08";E;"Servicio con demora";00:25:56
"06.04.2019 08:50:05";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";18:09:58
"05.04.2019 21:22:03";P;"Los trenes ya se detienen en Cecilia Grierson";00:00:00
"05.04.2019 18:18:04";P;"Por obras de mejora: Los trenes no se detienen en Cecilia Grierson";03:02:01
"05.04.2019 18:16:08";E;"Ya circula con su frecuencia habitual";00:00:00
"05.04.2019 17:54:04";E;"Servicio con demora debido a un problema técnico en una formación";00:19:59
"05.04.2019 11:36:02";H;"Ya circula con su frecuencia habitual";00:00:00
"05.04.2019 11:32:10";H;"Servicio con demora debido a un problema técnico en una formación";00:02:02
"05.04.2019 08:40:11";E;"Ya realiza su recorrido completo entre cabeceras";00:05:52
"05.04.2019 08:32:02";E;"Servicio limitado entre Pza. de los Virreyes y San José";00:04:02
"04.04.2019 21:38:03";D;"Ya circula con su frecuencia habitual";00:04:06
"04.04.2019 21:00:02";D;"Servicio con demora debido a un problema técnico";00:36:00
"03.04.2019 20:50:08";D;"Ya circula con su frecuencia habitual";00:02:02
"03.04.2019 20:18:08";D;"Servicio con demora debido a un problema técnico en una formación";00:30:01
"03.04.2019 20:10:03";C;"Ya circula con su frecuencia habitual";00:02:05
"03.04.2019 19:56:03";D;"Con demora debido a la atención médica a un usuario a bordo de formación";00:20:01
"03.04.2019 19:54:02";C;"Servicio con demora debido a un problema técnico";00:14:06
"03.04.2019 14:42:03";H;"Ya circula con su frecuencia habitual";00:02:01
"03.04.2019 14:38:04";E;"Ya circula con su frecuencia habitual";00:00:00
"03.04.2019 14:30:09";H;"Servicio con demora";00:09:53
"03.04.2019 14:26:08";H;"Ya realiza su recorrido completo entre cabeceras";00:01:55
"03.04.2019 14:14:08";H;"Servicio limitado entre las estaciones Facultad de Derecho y Corrientes";00:10:01
"03.04.2019 14:12:09";H;"Servicio con demora debido a un problema técnico en una formación";00:00:00
"03.04.2019 12:30:02";E;"Servicio con demora debido a un problema técnico en una formación";02:06:02
"02.04.2019 13:06:03";E;"Ya realiza su recorrido completo entre cabeceras";00:08:01
"02.04.2019 12:22:03";E;"Servicio limitado entre Pza. de los Virreyes y San José";00:40:01
"02.04.2019 11:58:08";E;"Servicio con demora por obras de mejora";00:22:02
"02.04.2019 00:18:04";E;"Servicio con demora";00:50:04
"01.04.2019 23:32:08";E;"Interrupción debido a un problema técnico en una formación";00:39:54
"01.04.2019 23:24:13";E;"Servicio con demora debido a un problema técnico en una formación";00:05:56
"01.04.2019 18:02:09";E;"Ya circula con su frecuencia habitual";00:01:58
"01.04.2019 16:52:09";E;"Servicio con demora";01:07:54
"01.04.2019 14:28:07";P;"Los trenes ya se detienen en Pola";00:03:55
"01.04.2019 14:14:02";E;"Ya circula con su frecuencia habitual";00:02:06
"01.04.2019 12:30:10";D;"Ya circula con su frecuencia habitual";00:01:52
"01.04.2019 12:24:03";D;"Servicio con demora";00:04:06
"01.04.2019 12:16:04";D;"Con demora por una formación detenida debido a un problema técnico";00:06:05
"01.04.2019 12:08:03";P;"Los trenes no se detenien en las estación Pola por obras de mejora";02:18:07
"01.04.2019 12:06:09";P;"Los trenes ya se detienen en Escalada ";00:00:00
"01.04.2019 11:00:06";A;"Ya circula con su frecuencia habitual";00:00:00
"01.04.2019 10:50:11";A;"Servicio con demora debido a un problema técnico";00:07:53
"01.04.2019 10:32:09";E;"Servicio con demora";03:40:00
"01.04.2019 10:02:09";P;"Por obras de mejora los trenes no se detienen en Escalada";02:01:59
"01.04.2019 09:08:09";P;"Ya realiza su recorrido completo entre cabeceras";00:05:53
"01.04.2019 08:44:02";P;"Único destino: General Savio";00:22:00
"31.03.2019 19:14:07";B;"Servicio con demora";00:22:03
"31.03.2019 11:04:09";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";14:31:59
"31.03.2019 03:10:10";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";00:06:00
"30.03.2019 23:56:02";U;"Servicio interrumpido";01:06:00
"30.03.2019 23:42:09";U;"Interrumpida por arrollamiento de persona";00:09:54
"30.03.2019 23:26:03";A;"Servicio limitado entre San Pedrito y Río de Janeiro";00:00:00
"30.03.2019 17:28:02";P;"Ya realiza su recorrido completo entre cabeceras";00:02:00
"30.03.2019 17:20:04";P;"Interrupción debido a un problema técnico en una formación";00:06:05
"30.03.2019 12:24:03";C;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"30.03.2019 12:18:09";C;"Interrupción por una formación detenida debido a un problema técnico";00:03:52
"30.03.2019 09:00:11";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";18:08:14
"29.03.2019 20:06:08";C;"Ya circula con su frecuencia habitual";00:02:01
"29.03.2019 19:34:02";C;"Servicio con demora";00:30:11
"29.03.2019 19:30:04";C;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:58
"29.03.2019 19:24:03";C;"Interrupción debido a un problema técnico en una formación";00:04:05
"28.03.2019 23:38:09";B;"Ya circula con su frecuencia habitual";00:02:01
"28.03.2019 22:44:02";B;"Servicio con demora";00:52:01
"28.03.2019 22:42:10";B;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"28.03.2019 22:38:09";B;"Ya realiza su recorrido completo entre cabeceras";00:01:53
"28.03.2019 22:10:04";B;"Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini";00:24:01
"28.03.2019 22:08:05";B;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"28.03.2019 21:56:02";B;"Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini";00:10:09
"28.03.2019 19:30:12";B;"Ya circula con su frecuencia habitual";00:00:00
"28.03.2019 19:22:02";B;"Servicio con demora debido a un problema técnico";00:06:09
"28.03.2019 18:14:08";C;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"28.03.2019 18:10:13";C;"Servicio interrumpido";00:01:55
"28.03.2019 16:46:21";B;"Ya circula con su frecuencia habitual";00:05:42
"28.03.2019 16:34:04";B;"Servicio con demora debido a un problema técnico";00:09:58
"28.03.2019 11:48:11";E;"Ya circula con su frecuencia habitual";00:01:52
"28.03.2019 10:54:05";E;"Servicio con demora";00:51:59
"28.03.2019 09:52:11";A;"Ya realiza su recorrido completo entre cabeceras";00:01:51
"28.03.2019 09:02:03";A;"Servicio Limitado entre Flores y Plaza de Mayo";00:48:06
"28.03.2019 00:42:07";D;"Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z";02:23:57
"27.03.2019 22:42:10";D;"Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z";01:57:55
"27.03.2019 20:50:09";P;"Ya realiza su recorrido completo entre cabeceras";00:02:01
"27.03.2019 19:58:03";D;"Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z";02:41:59
"27.03.2019 19:50:14";D;"Los trenes no se detienen en Scalabrini Ortiz";00:06:02
"27.03.2019 18:34:08";P;"Único destino: Centro Cívico";02:14:01
"27.03.2019 17:36:15";A;"Ya circula con su frecuencia habitual";00:00:00
"27.03.2019 17:10:11";U;"Ya realiza el recorrido completo entre cabeceras";00:03:56
"27.03.2019 17:08:02";A;"Servicio con demora debido a un problema técnico";00:26:08
"27.03.2019 16:34:06";U;"Servicios limitados: Lacroze - Lynch y Ejército de los Andes - Lemos";00:33:56
"27.03.2019 15:58:03";U;"Servicio limitado entre Federico Lacroze y Fco. Lynch 12:56 hs.";00:34:00
"27.03.2019 15:34:04";U;"Servicio interrumpido";00:21:59
"27.03.2019 11:52:02";E;"Ya circula con su frecuencia habitual";00:04:08
"27.03.2019 11:26:04";E;"Servicio con demora";00:24:02
"27.03.2019 11:26:04";H;"Ya circula con su frecuencia habitual";00:00:00
"27.03.2019 11:16:03";H;"Servicio con demora debido a un problema técnico en una formación";00:08:06
"27.03.2019 11:12:04";U;"Ya circula con su frecuencia habitual";00:02:00
"27.03.2019 10:44:09";U;"Servicio con demora";00:26:00
"27.03.2019 09:38:02";E;"Ya circula con su frecuencia habitual";00:00:00
"27.03.2019 09:24:10";E;"Servicio con demora debido a un problema técnico en una formación";00:11:54
"27.03.2019 02:02:04";U;"Servicio con demora";02:17:58
"26.03.2019 21:12:02";D;"Ya circula con su frecuencia habitual";00:02:06
"26.03.2019 20:58:11";D;"Servicio con demora debido a un problema técnico en una formación";00:11:58
"26.03.2019 20:04:08";B;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"26.03.2019 19:48:02";B;"Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini";00:14:07
"26.03.2019 19:46:07";B;"Servicio con demora debido a un problema técnico en una formación";00:00:00
"26.03.2019 18:50:03";E;"Ya circula con su frecuencia habitual";00:02:07
"26.03.2019 18:46:10";E;"Servicio con demora";00:01:52
"26.03.2019 18:44:09";U;"Ya circula con su frecuencia habitual";00:05:54
"26.03.2019 18:42:10";E;"Ya realiza su recorrido completo entre cabeceras";00:01:59
"26.03.2019 17:56:10";E;"Servicio limitado entre Pza. de los Virreyes y San José";00:44:02
"26.03.2019 16:56:03";D;"Ya circula con su frecuencia habitual";00:02:00
"26.03.2019 16:38:02";H;"Ya circula con su frecuencia habitual";00:04:02
"26.03.2019 16:36:08";U;"Servicio con demora debido a un problema técnico";02:06:02
"26.03.2019 16:14:11";D;"Servicio con demora debido a un problema técnico";00:39:53
"26.03.2019 16:06:10";A;"Ya circula con su frecuencia habitual";00:04:00
"26.03.2019 16:06:10";D;"Ya circula con su frecuencia habitual";00:04:00
"26.03.2019 16:02:09";H;"Servicio con demora debido a un problema técnico";00:33:59
"26.03.2019 16:00:05";H;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"26.03.2019 15:56:08";H;"Servicio limitado entre las Heras y Hospitales";00:02:02
"26.03.2019 15:46:02";D;"Servicio con demora debido a un problema técnico";00:18:01
"26.03.2019 15:36:10";H;"Ya circula con su frecuencia habitual";00:04:01
"26.03.2019 15:28:11";A;"Servicio con demora debido a un problema técnico";00:35:52
"26.03.2019 15:24:04";H;"Con demora por una formación detenida debido a un problema técnico";00:10:06
"26.03.2019 12:20:10";H;"Ya circula con su frecuencia habitual";00:03:52
"26.03.2019 12:06:04";H;"Con demora por una formación detenida debido a un problema técnico";00:12:07
"26.03.2019 11:04:09";C;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:55
"26.03.2019 10:46:03";C;"Interrupción por una formación detenida debido a un problema técnico";00:16:06
"25.03.2019 21:36:03";D;"Ya circula con su frecuencia habitual";00:00:00
"25.03.2019 21:26:08";D;"Servicio con demora debido a un problema técnico en una formación";00:07:56
"25.03.2019 19:00:07";B;"Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública";07:57:57
"25.03.2019 14:44:11";B;"Ya circula con su frecuencia habitual";00:01:59
"25.03.2019 14:32:09";B;"Servicio con demora";00:09:55
"25.03.2019 12:06:08";E;"Ya circula con su frecuencia habitual";00:02:01
"25.03.2019 11:38:09";E;"Servicio con demora debido a un problema técnico en una formación";00:26:00
"24.03.2019 21:12:04";E;"Servicio limitado entre Pza. de los Virreyes y San José";00:05:59
"24.03.2019 14:40:03";A;"Servicio limitado entre Perú y San Pedrito";10:52:01
"24.03.2019 14:40:03";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";10:58:01
"24.03.2019 11:58:03";A;"Servicio limitado entre Perú y San Pedrito";02:32:12
"24.03.2019 10:56:10";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";03:34:05
"23.03.2019 19:42:07";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";09:56:03
"23.03.2019 19:32:02";D;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:06:07
"23.03.2019 18:52:11";D;"Servicio limitado entre Congreso de Tucumán y Pueyrredón";00:37:52
"23.03.2019 08:08:10";D;"Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.";10:42:01
"22.03.2019 23:18:02";D;"Ya circula con su frecuencia habitual";00:02:01
"22.03.2019 22:14:10";D;"Servicio con demora";01:01:57
"22.03.2019 22:10:02";D;"Ya realiza su recorrido completo entre cabeceras";00:02:07
"22.03.2019 22:00:03";D;"Servicio limitado entre Catedral Y Plaza Italia";00:08:04
"22.03.2019 20:58:10";D;"Ya circula con su frecuencia habitual";00:00:00
"22.03.2019 20:50:05";D;"Servicio con demora debido a un problema técnico en una formación";00:06:10
"22.03.2019 18:50:11";H;"Los trenes ya se detienen en todas las estaciones";00:03:51
"22.03.2019 17:22:02";E;"Ya realiza su recorrido completo entre cabeceras";00:04:02
"22.03.2019 17:16:03";E;"Servicio limitado entre Bolívar y Entre Ríos";00:04:00
"22.03.2019 17:12:10";E;"Servicio con demora debido a un problema técnico en una formación";00:01:52
"22.03.2019 13:10:04";U;"Ya circula con su frecuencia habitual";00:12:00
"22.03.2019 12:20:10";U;"Servicio con demora por atención médica a un usuario";00:47:52
"22.03.2019 10:54:04";U;"Ya circula con su frecuencia habitual";00:01:58
"22.03.2019 10:46:02";U;"Servicio con demora";00:06:06
"22.03.2019 08:04:02";H;"Por operativo de seguridad en vía pública: Servicio limitado Las Heras y Hospitales";10:44:07
"21.03.2019 23:14:02";E;"Ya circula con su frecuencia habitual";00:04:00
"21.03.2019 19:52:03";E;"Servicio con demora debido a un problema técnico en una formación";03:20:06
"21.03.2019 18:34:02";D;"Ya circula con su frecuencia habitual";00:02:01
"21.03.2019 18:18:08";D;"Servicio con demora debido a un problema técnico en una formación";00:13:54
"21.03.2019 15:42:04";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"21.03.2019 15:18:02";E;"Ya circula con su frecuencia habitual";00:04:01
"21.03.2019 14:34:14";E;"Con demora por una formación detenida debido a un problema técnico";00:41:49
"21.03.2019 14:32:10";P;"Interrumpida por medida de fuerza gremial";01:07:52
"21.03.2019 11:48:02";U;"Ya circula con su frecuencia habitual";00:04:08
"21.03.2019 10:40:04";U;"Servicio con demora debido a un problema técnico";01:05:58
"21.03.2019 10:38:04";B;"Ya circula con su frecuencia habitual";00:00:00
"21.03.2019 10:18:10";B;"Servicio con demora debido a un problema técnico en una formación";00:17:53
"21.03.2019 08:12:09";H;"Por operativo de seguridad en vía pública: Servicio limitado Las Heras y Hospitales";18:52:00
"21.03.2019 01:18:09";D;"Servicio limitado entre Corrientes y Las Heras";00:06:05
"20.03.2019 14:20:02";B;"Ya circula con su frecuencia habitual";00:04:00
"20.03.2019 14:08:07";B;"Servicio con demora debido a un problema técnico";00:09:55
"20.03.2019 14:04:07";B;"Ya realiza su recorrido completo entre cabeceras";00:01:57
"20.03.2019 13:56:11";B;"Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini";00:05:56
"20.03.2019 13:50:02";E;"Ya circula con su frecuencia habitual";00:00:00
"20.03.2019 13:28:07";E;"Con demora por una formación detenida debido a un problema técnico";00:19:55
"20.03.2019 12:10:11";E;"Ya circula con su frecuencia habitual";00:15:51
"20.03.2019 12:00:04";E;"Servicio con demora";00:08:04
"20.03.2019 11:58:02";E;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"20.03.2019 11:54:15";E;"Servicio limitado entre Bolívar y Entre Ríos";00:01:54
"20.03.2019 11:16:03";U;"Ya circula con su frecuencia habitual";00:32:06
"20.03.2019 10:34:02";E;"Servicio con demora debido a un problema técnico en una formación";01:18:07
"20.03.2019 10:26:10";U;"Servicio con demora";00:47:58
"19.03.2019 20:54:14";E;"Ya circula con su frecuencia habitual";00:03:48
"19.03.2019 20:04:02";E;"Servicio con demora debido a un problema técnico";00:48:01
"19.03.2019 19:42:03";E;"Ya circula con su frecuencia habitual";00:08:04
"19.03.2019 19:18:09";E;"Servicio con demora debido a un problema técnico en una formación";00:21:54
"19.03.2019 13:44:02";E;"Ya circula con su frecuencia habitual";00:02:01
"19.03.2019 13:20:04";E;"Servicio con demora";00:21:58
"19.03.2019 13:16:03";E;"Ya realiza su recorrido completo entre cabeceras";00:01:59
"19.03.2019 13:12:09";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"19.03.2019 12:06:07";P;"Servicio interrumpido";01:04:05
"19.03.2019 12:00:03";E;"Servicio limitado entre Pza. de los Virreyes y San José";01:14:01
"19.03.2019 11:56:09";E;"Servicio con demora debido a un problema técnico en una formación";00:01:53
"19.03.2019 08:08:02";H;"Por operativo de seguridad en vía pública: Servicio limitado Las Heras y Hospitales";42:50:07
"18.03.2019 21:06:09";E;"Ya circula con su frecuencia habitual";00:00:00
"18.03.2019 20:40:05";E;"Servicio con demora debido a un problema técnico en una formación";00:23:58
"18.03.2019 20:14:02";E;"Ya circula con su frecuencia habitual";00:02:00
